0.9515784979	0.0146643985	0.0013055144	0.0037401046	0.0052375463	0.0080541018	0.0045382571	0.0092993462	0.0015822506
0.9197788835	0.0141056618	0.0377336554	0.0016113251	0.0004644550	0.0213790145	0.0004366091	0.0010639422	0.0034263933
0.6394898891	0.0063470276	0.0106924018	0.0691735744	0.0302830134	0.0345062166	0.0342459455	0.1690707654	0.0061911861
0.9234479070	0.0319836400	0.0067486409	0.0028620695	0.0068453783	0.0137642287	0.0043979986	0.0046389746	0.0053111040
0.9861109257	0.0028646206	0.0008205076	0.0022449796	0.0003119047	0.0025974850	0.0002156268	0.0040655746	0.0007682831
0.9574154615	0.0032316176	0.0054771062	0.0040347767	0.0014722359	0.0034900552	0.0009884144	0.0143228518	0.0095674954
0.2577753067	0.0246594232	0.0137911970	0.0120713478	0.2799673080	0.0252294634	0.3424459398	0.0382439420	0.0058161202
0.8636090755	0.0049402751	0.0023591546	0.0042620986	0.0457157940	0.0049134977	0.0442179367	0.0285016820	0.0014805781
0.7771707177	0.0144762797	0.0048203138	0.0049955002	0.0013397853	0.0078632226	0.0004894152	0.0082104532	0.1806342751
0.9924675822	0.0015442981	0.0007431473	0.0008005676	0.0002544871	0.0014680082	0.0002061162	0.0023057805	0.0002099497
0.1799613833	0.4326353967	0.0093001993	0.0085689751	0.0766089782	0.1048710272	0.1068687364	0.0511141084	0.0300712120
0.0034273600	0.9863687754	0.0000355482	0.0000121942	0.0004665382	0.0049270750	0.0002898687	0.0000272296	0.0044454397
0.0008321427	0.9974633455	0.0000111278	0.0000005953	0.0001572782	0.0006153095	0.0001199597	0.0000028399	0.0007973924
0.0011514156	0.0795821324	0.0005493718	0.0003245955	0.0030689093	0.0083956132	0.0009110663	0.0001068856	0.9059100151
0.0002543081	0.9995636344	0.0000000933	0.0000001341	0.0000357119	0.0000433548	0.0000360265	0.0000259785	0.0000407035
0.0050217188	0.9871838689	0.0000122975	0.0000225030	0.0012542257	0.0021097208	0.0009303196	0.0002528695	0.0032124198
0.0004576937	0.9912005067	0.0000029141	0.0000035343	0.0005271545	0.0013271857	0.0002282194	0.0000066103	0.0062461607
0.1256333292	0.7328457832	0.0060823574	0.0030685915	0.0104040736	0.0860249251	0.0101117659	0.0030738697	0.0227553379
0.0005760846	0.9986420274	0.0000006104	0.0000007754	0.0000868488	0.0004961863	0.0000890732	0.0000112029	0.0000971967
0.1425661594	0.4650612772	0.0131181497	0.0342643857	0.0435828865	0.1666801870	0.0583981872	0.0524708480	0.0238579195
0.0071223793	0.0058987224	0.4220241904	0.0085144313	0.0037869876	0.0194064789	0.0030083165	0.0026741952	0.5275642872
0.0005301854	0.0000015603	0.9902207851	0.0018447802	0.0014022435	0.0003464248	0.0031390076	0.0012729955	0.0012419138
0.0480001047	0.0013840438	0.7372305989	0.0302636418	0.0107091730	0.0154643012	0.0150235789	0.0513679087	0.0905565917
0.0164639354	0.0007388215	0.8250466585	0.0080826934	0.0412902609	0.0129423086	0.0755212009	0.0061748629	0.0137392879
0.0284077283	0.0059924121	0.7699159980	0.0074268500	0.0135737816	0.0246569831	0.0169006959	0.0047753952	0.1283502430
0.0004599425	0.0000007942	0.9946414232	0.0004918144	0.0003279418	0.0000853299	0.0007383142	0.0025411085	0.0007133294
0.0091899270	0.0000927134	0.9683452249	0.0056518498	0.0020060875	0.0062199594	0.0047080317	0.0020963443	0.0016898920
0.0042171883	0.0000231817	0.9809092283	0.0046561579	0.0010702756	0.0034395324	0.0018782084	0.0008105371	0.0029957662
0.0609913394	0.1154955178	0.0508742295	0.0136684319	0.2434271723	0.1310977489	0.2824902833	0.0146691669	0.0872861296
0.0547050424	0.0002006425	0.9189626575	0.0029214807	0.0034697843	0.0025148133	0.0052544116	0.0058629466	0.0061081974
0.0259347279	0.0010237932	0.0031079801	0.8856045008	0.0044936696	0.0471864454	0.0028618309	0.0221547112	0.0076323310
0.0385644808	0.0061703548	0.0111343516	0.6152973771	0.0212566052	0.0847613290	0.0094678039	0.0179340858	0.1954135895
0.0808664113	0.0004703407	0.0060417792	0.7960256338	0.0098241027	0.0292820353	0.0069756596	0.0650316179	0.0054823663
0.1083068475	0.0160425473	0.0538667776	0.3419291079	0.0543930456	0.1155362725	0.0369710326	0.0943036526	0.1786507368
0.0031131492	0.0000358681	0.0038725578	0.9612807631	0.0040668580	0.0105543211	0.0030005209	0.0123256380	0.0017503183
0.0041211871	0.0000607897	0.0093597881	0.9443001151	0.0055959187	0.0158008132	0.0044241236	0.0130146723	0.0033225971
0.0049740360	0.0000307628	0.1092115417	0.8414044380	0.0018240953	0.0202200729	0.0015121789	0.0080878073	0.0127350027
0.0809741244	0.7034205198	0.0018695485	0.0101669887	0.0140775694	0.0914128497	0.0090623470	0.0071453378	0.0818707868
0.0004369713	0.0000028295	0.0012757557	0.9874691963	0.0006217602	0.0017132668	0.0003240242	0.0070065996	0.0011495595
0.0007800169	0.0000059732	0.0007183335	0.9905012846	0.0006715650	0.0025947953	0.0003148175	0.0036466036	0.0007665988
0.1456238180	0.0188026186	0.0373545066	0.0378522798	0.2306475788	0.0469648093	0.3028313220	0.1467646211	0.0331584066
0.0004126173	0.0011592597	0.0001944052	0.0003583557	0.4622142315	0.0006522845	0.5324209929	0.0016801513	0.0009077092
0.0024975140	0.0015223103	0.0015109219	0.0066095097	0.3419690132	0.0056861369	0.5829188824	0.0523992591	0.0048864079
0.0691980049	0.0093250610	0.0098270755	0.0086014103	0.4722547233	0.0094867777	0.3887073696	0.0161935464	0.0164059605
0.0284495559	0.0319532044	0.0016790137	0.0291265231	0.2028479725	0.0238402896	0.2043543011	0.4080229700	0.0697261319
0.0116872154	0.0022634899	0.0015765522	0.0129012372	0.1024050936	0.0020771981	0.1449671835	0.7039822340	0.0181398001
0.0494045615	0.0057024816	0.0125452513	0.0173671655	0.4261106849	0.0144662000	0.4294556975	0.0311620925	0.0137858363
0.0233788174	0.0042501665	0.2039116025	0.0563073233	0.2303401828	0.0322456695	0.2192461491	0.0518374257	0.1784826517
0.0008939159	0.0001672229	0.0015639027	0.0007796197	0.3211511374	0.0003698131	0.6641046405	0.0105627635	0.0004069843
0.0240028035	0.0070768353	0.0337424912	0.0188056584	0.5563398600	0.0128414631	0.2744003832	0.0111245783	0.0616660416
0.0084877033	0.0135628600	0.0020188491	0.0075285402	0.0009655573	0.9634055495	0.0012877799	0.0001608417	0.0025823319
0.0151337134	0.0168879051	0.0039790631	0.0377092697	0.0370691083	0.8088634610	0.0611190982	0.0117494352	0.0074890223
0.0165769365	0.0229673609	0.0031904266	0.0216228962	0.0020358940	0.9034367204	0.0027034690	0.0027437375	0.0247224085
0.0306139514	0.0367551818	0.0089993626	0.0265543051	0.3369520605	0.0944139436	0.3896084428	0.0305020250	0.0456006899
0.0088627562	0.0348043032	0.0027860813	0.0038323749	0.0051141619	0.9346048832	0.0069976305	0.0001054736	0.0028923852
0.0117446771	0.0144055188	0.0111268442	0.0452580303	0.0068090092	0.8685851097	0.0085052373	0.0030047284	0.0305607989
0.0041314797	0.0053528226	0.0015151317	0.0046226871	0.0005962767	0.9817230105	0.0010040721	0.0000815681	0.0009729091
0.0265517738	0.0459944494	0.0085068028	0.0528310500	0.0369217694	0.6605261564	0.0451618731	0.0227255914	0.1007806137
0.0508549847	0.0671049580	0.0098544583	0.0201113448	0.0137414569	0.8100716472	0.0130678294	0.0012864465	0.0139068896
0.0148519706	0.0548977889	0.0037602459	0.0085377153	0.0049212431	0.8959532976	0.0041586538	0.0001167979	0.0128023736
0.0081107682	0.0018584019	0.0162201542	0.0077716177	0.4338359535	0.0072955145	0.5082176328	0.0094119534	0.0072780098
0.1456238180	0.0188026186	0.0373545066	0.0378522798	0.2306475788	0.0469648093	0.3028313220	0.1467646211	0.0331584066
0.0004126173	0.0011592597	0.0001944052	0.0003583557	0.4622142315	0.0006522845	0.5324209929	0.0016801513	0.0009077092
0.0024975140	0.0015223103	0.0015109219	0.0066095097	0.3419690132	0.0056861369	0.5829188824	0.0523992591	0.0048864079
0.0691980049	0.0093250610	0.0098270755	0.0086014103	0.4722547233	0.0094867777	0.3887073696	0.0161935464	0.0164059605
0.0284495559	0.0319532044	0.0016790137	0.0291265231	0.2028479725	0.0238402896	0.2043543011	0.4080229700	0.0697261319
0.0116872154	0.0022634899	0.0015765522	0.0129012372	0.1024050936	0.0020771981	0.1449671835	0.7039822340	0.0181398001
0.0494045615	0.0057024816	0.0125452513	0.0173671655	0.4261106849	0.0144662000	0.4294556975	0.0311620925	0.0137858363
0.0233788174	0.0042501665	0.2039116025	0.0563073233	0.2303401828	0.0322456695	0.2192461491	0.0518374257	0.1784826517
0.0008939159	0.0001672229	0.0015639027	0.0007796197	0.3211511374	0.0003698131	0.6641046405	0.0105627635	0.0004069843
0.0273971874	0.0257423036	0.0122306505	0.0383799821	0.0121357758	0.0222490653	0.0101164933	0.2872495651	0.5644989610
0.0035871661	0.0014796560	0.0007965909	0.0213584583	0.0014185427	0.0034187045	0.0010788618	0.5519401431	0.4149219394
0.0442248099	0.0107321013	0.0021542783	0.0081501985	0.0069454270	0.0019943905	0.0054833475	0.7943373322	0.1259781122
0.0007174251	0.0002114041	0.0000462015	0.0006480827	0.0009868962	0.0000381313	0.0019299322	0.9942454696	0.0011765478
0.0012671448	0.0008421763	0.0007043414	0.0657721013	0.0007652951	0.0027003204	0.0002058324	0.0100841941	0.9176585674
0.0010958462	0.0001031652	0.0001180266	0.0016845992	0.0002400708	0.0000410162	0.0002421336	0.9615411162	0.0349340811
0.0091081904	0.0013374231	0.0007192543	0.0072104861	0.0032731844	0.0021597436	0.0077964799	0.9657856822	0.0026094979
0.0120732691	0.0013194064	0.0031342912	0.0092994981	0.0125525622	0.0016308656	0.0226941220	0.9266480803	0.0106478846
0.0494045615	0.0057024816	0.0125452513	0.0173671655	0.4261106849	0.0144662000	0.4294556975	0.0311620925	0.0137858363
0.0002442833	0.0000061744	0.0000180141	0.0004148013	0.0000154056	0.0000038846	0.0000297133	0.9990313053	0.0002365583
0.0001223472	0.0000039655	0.0000125828	0.0002873832	0.0000141056	0.0000021307	0.0000261066	0.9993139505	0.0002174765
0.0020578767	0.0002327939	0.0003765954	0.0041507990	0.0020027957	0.0002258723	0.0030765829	0.9796144366	0.0082624070
0.0226521939	0.0040924731	0.0221671164	0.0665137172	0.0111557143	0.0395959578	0.0164458081	0.5900176764	0.2273593843
0.0103097036	0.0003427376	0.0007182560	0.0049361535	0.0015786240	0.0009833170	0.0040981178	0.9762606025	0.0007725681
0.0121392757	0.0005673195	0.0012360492	0.0068619945	0.0040948745	0.0007715957	0.0072494703	0.9624342918	0.0046451702
