0.9538222551	0.0000564857	0.0000629617	0.0029014640	0.0017662352	0.0086095575	0.0099788783	0.0142661575	0.0085360585
0.8522028923	0.0040957946	0.0181201398	0.0054075494	0.0051377374	0.0475970171	0.0069874660	0.0360787399	0.0243726429
0.7019468546	0.0002022919	0.0009968538	0.0127868699	0.0139059294	0.0386138521	0.0420893021	0.1733186245	0.0161394998
0.8843903542	0.0025730708	0.0029383444	0.0091877962	0.0104611246	0.0285851639	0.0197521169	0.0263669025	0.0157450903
0.9768029451	0.0000267288	0.0000457643	0.0029062261	0.0002932627	0.0025370019	0.0014809510	0.0122263441	0.0036806774
0.9261304140	0.0000097100	0.0001144550	0.0004699668	0.0020721806	0.0046113650	0.0122212833	0.0451470315	0.0092234993
0.1699492484	0.0004726791	0.0013995779	0.0034280606	0.2348976433	0.0324192978	0.4920490682	0.0634802133	0.0019042883
0.7658080459	0.0000038004	0.0001173295	0.0003707140	0.0259422306	0.0084408522	0.1434831917	0.0546013527	0.0012323945
0.8274418712	0.0000423148	0.0001405361	0.0013887238	0.0002938706	0.0063903416	0.0018264923	0.0195239950	0.1429518163
0.9854397178	0.0000070623	0.0000364180	0.0004426642	0.0004196218	0.0013795112	0.0021092307	0.0090577146	0.0011080959
0.1010492370	0.1045179367	0.0473189056	0.0440209210	0.0998517796	0.1317469031	0.1308769435	0.2871645391	0.0534528233
0.0007698850	0.9586461186	0.0065622902	0.0085247206	0.0001615111	0.0035268820	0.0001121500	0.0003740687	0.0213222299
0.0000266596	0.9901784658	0.0063717500	0.0004435006	0.0000189889	0.0000876699	0.0000091512	0.0000397948	0.0028239102
0.0016764810	0.0298627149	0.0042830454	0.0056395866	0.0002517384	0.0152647579	0.0002933735	0.0007488986	0.9419793487
0.0000172232	0.9965052605	0.0023434395	0.0002999612	0.0000211622	0.0000257286	0.0000145282	0.0001662140	0.0006066117
0.0006036212	0.9766911864	0.0048318789	0.0073544951	0.0003769856	0.0012994175	0.0003085907	0.0012197617	0.0073141577
0.0003290937	0.9258154035	0.0044492586	0.0103168124	0.0002774686	0.0046303044	0.0002042810	0.0002178591	0.0537595153
0.0024133292	0.9216787815	0.0177305099	0.0324368104	0.0005360154	0.0067053521	0.0003117443	0.0010831057	0.0171043482
0.0000439208	0.9967321157	0.0009935574	0.0012595253	0.0000316764	0.0001995529	0.0000214723	0.0000539886	0.0006641481
0.0056434702	0.7743220329	0.0183633771	0.1480105668	0.0046168189	0.0228303913	0.0030552538	0.0120366756	0.0111214872
0.0006027940	0.3089108467	0.3542019725	0.0070010722	0.0003142588	0.0030137314	0.0001265708	0.0054699695	0.3203587830
0.0017792488	0.0007600306	0.9204900265	0.0000733279	0.0064023403	0.0005816998	0.0024543074	0.0624963939	0.0049627218
0.0192209929	0.0209870022	0.5702168941	0.0036901310	0.0070462832	0.0076076924	0.0047342884	0.2359047979	0.1305920482
0.0184173752	0.0065877140	0.6748383045	0.0013512052	0.0634205714	0.0156923849	0.0332462639	0.1632707715	0.0231753998
0.0053454209	0.0785031021	0.7515068054	0.0027507434	0.0036298109	0.0060607209	0.0017270427	0.0262432415	0.1242332309
0.0001312451	0.0001823529	0.9670589566	0.0000016428	0.0005787324	0.0000220048	0.0001187883	0.0315200426	0.0003863011
0.0023729575	0.0205915403	0.9398243427	0.0012088622	0.0053991084	0.0026500658	0.0015093465	0.0210298281	0.0054139374
0.0026158402	0.0236570481	0.9354043603	0.0016102326	0.0033119028	0.0036781556	0.0009023121	0.0116062043	0.0172141045
0.0316098556	0.2416035533	0.1160991192	0.0570194349	0.1266981363	0.2111263573	0.0924945399	0.0466689430	0.0766800269
0.0253790729	0.0025812874	0.8426346183	0.0001507995	0.0052997442	0.0012788478	0.0028403560	0.1030167639	0.0168185178
0.0081305364	0.0068266145	0.0000906072	0.9566929340	0.0003155670	0.0232125428	0.0003717527	0.0008451606	0.0035143415
0.0234017223	0.0148932040	0.0005340375	0.7956295013	0.0008849437	0.0561868548	0.0014163805	0.0021796711	0.1048736572
0.0766059756	0.0019204308	0.0001274567	0.8562230468	0.0012732451	0.0413365848	0.0027766214	0.0081682391	0.0115683349
0.0260482114	0.1067816541	0.0086847581	0.6754549742	0.0037035744	0.0612718575	0.0038227260	0.0314019285	0.0828303620
0.0034023300	0.0027443711	0.0001643592	0.9706281424	0.0007504883	0.0189429205	0.0006251114	0.0008374812	0.0019047576
0.0048901252	0.0054069120	0.0004949348	0.9569974542	0.0012514119	0.0232812669	0.0010708984	0.0022280018	0.0043791099
